,Ticker,Industry,Ratio
3775,QSIAW,Healthcare,Information not available
3776,QTEC,Industry information not found,Information not available
3777,QTR,Industry information not found,Information not available
3778,QTRX,Healthcare,-17.21126282983586
3779,QUBT,Technology,-1.668898217781917
3780,QUIK,Technology,-70.8469673255345
3781,QURE,Healthcare,0.8863660682126102
3782,QVAL,Industry information not found,Information not available
3783,QYLD,Industry information not found,Information not available
3784,QYLE,Industry information not found,Information not available
3785,QYLG,Industry information not found,Information not available
3786,RACY,Financial Services,Information not available
3787,RACYU,Financial Services,Information not available
3788,RACYW,Industry information not found,Information not available
3789,RAIL,Industrials,15.087279291214706
3790,RAIN,Healthcare,0.46162860055733024
3791,RAND,Financial Services,Information not available
3792,RANI,Healthcare,-0.9282970394073049
3793,RAPT,Healthcare,-3.977548010347389
3794,RARE,Healthcare,-5.751799783224388
3795,RAVE,Consumer Cyclical,11.854669883393647
3796,RAYA,Industrials,5.248091385585406
3797,RAYS,Industry information not found,Information not available
3798,RBB,Financial Services,Information not available
3799,RBBN,Communication Services,14.007401744293933
3800,RBCAA,Financial Services,Information not available
3801,RBKB,Financial Services,Information not available
3802,RCAC,Financial Services,Information not available
3803,RCACU,Financial Services,Information not available
3804,RCACW,Financial Services,Information not available
3805,RCAT,Technology,-0.9892363435962224
3806,RCEL,Healthcare,-7.7988126192882
3807,RCKT,Healthcare,-7.753330401653998
3808,RCKTW,Industry information not found,Information not available
3809,RCKY,Consumer Cyclical,8.425765443712763
3810,RCM,Healthcare,12.335764372990354
3811,RCMT,Industrials,9.630204837879567
3812,RCON,Energy,3.861069853563173
3813,RCRT,Industrials,-1.0985385459190917
3814,RCRTW,Industry information not found,Information not available
3815,RDCM,Communication Services,-18.792718860447682
3816,RDFN,Real Estate,-8.058437459162521
3817,RDHL,Healthcare,-65.11240551769986
3818,RDI,Communication Services,61.89055518394649
3819,RDIB,Communication Services,98.45423411371237
3820,RDNT,Healthcare,18.06039815415408
3821,RDUS,Basic Materials,10.67141933385625
3822,RDVT,Technology,150.92991253644314
3823,RDVY,Industry information not found,Information not available
3824,RDWR,Technology,-20.915630522088353
3825,RDZN,Technology,-13.24885151661431
3826,RDZNW,Technology,Information not available
3827,REAL,Consumer Cyclical,-5.759828815274295
3828,REAX,Real Estate,-11.221968561523484
3829,REBN,Consumer Cyclical,-3.7549308891467548
3830,REE,Consumer Cyclical,0.2617347159253548
3831,REFI,Real Estate,Information not available
3832,REFR,Technology,-12.697592672643216
3833,REG,Real Estate,20.80105783510363
3834,REGCO,Real Estate,10.70748082993136
3835,REGCP,Real Estate,11.118747492714338
3836,REGN,Healthcare,17.852158838230466
3837,REIT,Industry information not found,Information not available
3838,REKR,Technology,-5.904269444216627
3839,RELI,Financial Services,-7.259709779320774
3840,RELIW,Financial Services,Information not available
3841,RELL,Technology,7.874865905383361
3842,RELY,Technology,-36.39535255362884
3843,RENB,Healthcare,-10.868850243606182
3844,RENE,Financial Services,Information not available
3845,RENEU,Financial Services,Information not available
3846,RENEW,Financial Services,Information not available
3847,RENT,Consumer Cyclical,-15.797253052631579
3848,REPL,Healthcare,-0.10926302712930136
3849,RETO,Basic Materials,-0.7997486370732104
3850,REVB,Healthcare,1.4080169834020286
3851,REVBW,Healthcare,Information not available
3852,REYN,Consumer Cyclical,12.823018414839797
3853,RFAC,Financial Services,Information not available
3854,RFACR,Industry information not found,Information not available
3855,RFACU,Financial Services,Information not available
3856,RFACW,Financial Services,Information not available
3857,RFDI,Industry information not found,Information not available
3858,RFEM,Industry information not found,Information not available
3859,RFEU,Industry information not found,Information not available
3860,RFIL,Industrials,13.357017016029593
3861,RGC,Healthcare,-19.806219375654624
3862,RGCO,Utilities,13.075583161522848
3863,RGEN,Healthcare,66.2973799331212
3864,RGF,Consumer Defensive,-2.99866010207145
3865,RGLD,Basic Materials,14.976096977943394
3866,RGLS,Healthcare,-0.03356429948912271
3867,RGNX,Healthcare,-2.6754696412376218
3868,RGP,Industrials,6.030115093103771
3869,RGTI,Technology,-0.9187285972864216
3870,RGTIW,Industry information not found,Information not available
3871,RICK,Consumer Cyclical,10.363257506952511
3872,RIGL,Healthcare,-13.34956252173481
3873,RILY,Financial Services,Information not available
3874,RILYG,Industry information not found,Information not available
3875,RILYK,Industry information not found,Information not available
3876,RILYL,Financial Services,Information not available
3877,RILYM,Industry information not found,Information not available
3878,RILYN,Industry information not found,Information not available
3879,RILYO,Industry information not found,Information not available
3880,RILYP,Financial Services,Information not available
3881,RILYT,Industry information not found,Information not available
3882,RILYZ,Industry information not found,Information not available
3883,RING,Industry information not found,Information not available
3884,RIOT,Financial Services,-26.518057013382947
3885,RIVN,Consumer Cyclical,-2.5478440190560216
3886,RKDA,Consumer Defensive,0.694689487903721
3887,RKLB,Industrials,-16.575352539521102
3888,RLAY,Healthcare,-1.3384921527841602
3889,RLMD,Healthcare,Information not available
3890,RLYB,Healthcare,0.11649182696166296
3891,RMBI,Financial Services,Information not available
3892,RMBL,Consumer Cyclical,37.59536273381908
3893,RMBS,Technology,54.97743928035982
3894,RMCF,Consumer Defensive,-6.817024066158473
3895,RMCO,Financial Services,Information not available
3896,RMCOW,Financial Services,Information not available
3897,RMGC,Financial Services,Information not available
3898,RMGCU,Financial Services,Information not available
3899,RMGCW,Financial Services,Information not available
3900,RMNI,Technology,4.643540843004119
3901,RMR,Real Estate,2.974357188297603
3902,RMTI,Healthcare,-7.487432466979122
3903,RNA,Healthcare,-0.2189281366287417
3904,RNAC,Healthcare,-1.6609524396929825
3905,RNAZ,Healthcare,0.17735185023236497
3906,RNEM,Industry information not found,Information not available
3907,RNEW,Industry information not found,Information not available
3908,RNLC,Industry information not found,Information not available
3909,RNLX,Healthcare,-0.8214185725249424
3910,RNMC,Industry information not found,Information not available
3911,RNRG,Industry information not found,Information not available
3912,RNSC,Industry information not found,Information not available
3913,RNW,Utilities,8.787082439472877
3914,RNWWW,Utilities,Information not available
3915,RNXT,Healthcare,-0.4485628579914294
3916,ROAD,Industrials,16.855108544621704
3917,ROBT,Industry information not found,Information not available
3918,ROCK,Industrials,11.412642397131698
3919,ROCL,Financial Services,Information not available
3920,ROCLU,Financial Services,Information not available
3921,ROCLW,Financial Services,Information not available
3922,ROE,Industry information not found,Information not available
3923,ROI,Communication Services,0.2817567797563456
3924,ROIC,Real Estate,16.135665839123252
3925,ROIV,Healthcare,-8.010001883460134
3926,ROKU,Communication Services,-44.53169656142219
3927,ROOT,Financial Services,0.7556844968268359
3928,ROP,Technology,26.833989304646604
3929,ROST,Consumer Cyclical,18.863292152142815
3930,ROVR,Communication Services,161.24877139998182
3931,RPAY,Technology,16.1288547865153
3932,RPD,Technology,-475.39194241367676
3933,RPHM,Healthcare,-1.84505992436998
3934,RPID,Healthcare,0.6495838949016405
3935,RPRX,Healthcare,21.280267250809885
3936,RPTX,Healthcare,-0.2931691063062014
3937,RR,Industrials,-322.9998431372549
3938,RRBI,Financial Services,Information not available
3939,RRGB,Consumer Cyclical,11.971660258962556
3940,RRR,Consumer Cyclical,8.36253717301498
3941,RSLS,Healthcare,-0.22440088945362135
3942,RSSS,Technology,-68.63072512951037
3943,RSVR,Communication Services,15.956749647646879
3944,RSVRW,Communication Services,Information not available
3945,RTC,Technology,-37.40740357473064
3946,RTH,Industry information not found,Information not available
3947,RUM,Technology,-9.250311753062547
3948,RUMBW,Technology,Information not available
3949,RUN,Technology,-55.145022425055856
3950,RUNN,Industry information not found,Information not available
3951,RUSHA,Consumer Cyclical,6.479227404091026
3952,RUSHB,Consumer Cyclical,6.890526578938541
3953,RVMD,Healthcare,-5.66985094041132
3954,RVMDW,Healthcare,Information not available
3955,RVNC,Healthcare,-4.134303166488774
3956,RVPH,Healthcare,Information not available
3957,RVPHW,Healthcare,Information not available
3958,RVSB,Financial Services,Information not available
3959,RVSN,Industrials,0.0554172764590398
3960,RVSNW,Industrials,Information not available
3961,RVYL,Technology,-6.573949750366575
3962,RWAY,Financial Services,Information not available
3963,RWAYL,Industry information not found,Information not available
3964,RWAYZ,Industry information not found,Information not available
3965,RWLK,Healthcare,-0.507719447508009
3966,RWOD,Financial Services,Information not available
3967,RWODR,Industry information not found,Information not available
3968,RWODU,Financial Services,Information not available
3969,RWODW,Industry information not found,Information not available
3970,RXRX,Healthcare,-5.000989202028442
3971,RXST,Healthcare,-25.816911094315603
3972,RXT,Technology,11.154490681068106
3973,RYAAY,Industrials,43.81410813168113
3974,RYTM,Healthcare,-11.792883170130635
3975,RYZB,Healthcare,-12.89721747136397
3976,RZLT,Healthcare,0.9784443543285374
3977,SABR,Consumer Cyclical,77.40489966418647
3978,SABS,Healthcare,-1.8810513274744165
3979,SABSW,Healthcare,Information not available
3980,SAFT,Financial Services,24.85030057297635
3981,SAGA,Financial Services,Information not available
3982,SAGAR,Industry information not found,Information not available
3983,SAGAU,Financial Services,Information not available
3984,SAGE,Healthcare,-0.6260946827897361
3985,SAI,Financial Services,-3.022800776824729
3986,SAIA,Industrials,17.05101259725917
3987,SAITW,Financial Services,Information not available
3988,SALM,Communication Services,Information not available
3989,SAMG,Financial Services,6.018499402628435
3990,SANA,Healthcare,-1.7938342248821566
3991,SANG,Technology,15.112178983050848
3992,SANM,Technology,4.867474027784843
3993,SANW,Consumer Defensive,-6.2388754404292595
3994,SARK,Industry information not found,Information not available
3995,SASI,Technology,-0.34761428083603
3996,SASR,Financial Services,Information not available
3997,SATL,Industrials,-2.5430489777808116
3998,SATLW,Industrials,Information not available
3999,SATS,Technology,1.510530125148524
4000,SAVA,Healthcare,-10.55552620389694
4001,SBAC,Real Estate,23.335812232083143
4002,SBCF,Financial Services,Information not available
4003,SBET,Consumer Cyclical,3.1201619449039435
4004,SBFG,Financial Services,Information not available
4005,SBFM,Healthcare,1.4112755397159638
4006,SBFMW,Healthcare,Information not available
4007,SBGI,Communication Services,8.284839494423792
4008,SBLK,Industrials,7.011721614227087
4009,SBRA,Real Estate,16.900913277923205
4010,SBSI,Financial Services,Information not available
4011,SBT,Financial Services,Information not available
4012,SBUX,Consumer Cyclical,18.951958203349957
4013,SCHL,Communication Services,12.818320417101146
4014,SCKT,Technology,-5.959404102292505
4015,SCLX,Healthcare,-2.2753302300216194
4016,SCLXW,Healthcare,Information not available
4017,SCNI,Healthcare,-1.8906390919584455
4018,SCOR,Communication Services,12.117115559680057
4019,SCPH,Healthcare,-3.158392389244971
4020,SCRM,Financial Services,Information not available
4021,SCRMU,Financial Services,Information not available
4022,SCRMW,Financial Services,Information not available
4023,SCSC,Technology,7.576990690102327
4024,SCTL,Healthcare,22.169429780374774
4025,SCVL,Consumer Cyclical,8.249559432597927
4026,SCWO,Industrials,-18.819859587529624
4027,SCWX,Technology,-4.717943615388424
4028,SCYX,Healthcare,-0.15371147727426582
4029,SCZ,Industry information not found,Information not available
4030,SDA,Consumer Cyclical,-76.28157183536112
4031,SDAWW,Industry information not found,Information not available
4032,SDG,Industry information not found,Information not available
4033,SDGR,Healthcare,-11.064955185029332
4034,SDIG,Financial Services,-5.298808645550049
4035,SDOT,Consumer Defensive,-6.181883659295187
4036,SDSI,Industry information not found,Information not available
4037,SDVY,Industry information not found,Information not available
4038,SEAT,Communication Services,11.825088877458718
4039,SEATW,Communication Services,Information not available
4040,SECO,Consumer Cyclical,-1.0582347251681257
4041,SEDG,Technology,9.99308536478794
4042,SEED,Basic Materials,-10.852807317558163
4043,SEEL,Healthcare,Information not available
4044,SEER,Healthcare,1.8239431731615865
4045,SEIC,Financial Services,15.434380683161873
4046,SELF,Real Estate,13.003088494302135
4047,SENEA,Consumer Defensive,7.789746973045385
4048,SENEB,Consumer Defensive,7.764740462639828
4049,SEPA,Financial Services,Information not available
4050,SEPAU,Financial Services,Information not available
4051,SEPAW,Industry information not found,Information not available
4052,SERA,Healthcare,-2.754041
4053,SETM,Industry information not found,Information not available
4054,SEVN,Real Estate,Information not available
4055,SEZL,Financial Services,2.233316805125308
4056,SFBC,Financial Services,Information not available
4057,SFE,Financial Services,Information not available
4058,SFIX,Consumer Cyclical,-4.232555213440474
4059,SFM,Consumer Defensive,12.393902615106507
4060,SFNC,Financial Services,Information not available
4061,SFST,Financial Services,Information not available
4062,SFWL,Industrials,54.96340633685381
4063,SGA,Communication Services,6.319362519282941
4064,SGBX,Industrials,-1.2886151941224753
4065,SGC,Consumer Cyclical,12.134780176345394
4066,SGD,Real Estate,Information not available
4067,SGEN,Healthcare,-62.06804848087898
4068,SGH,Technology,8.550884783241424
4069,SGHT,Healthcare,-0.6985594403360539
4070,SGLY,Industrials,0.20667250346472582
4071,SGMA,Technology,4.278207648251599
4072,SGML,Basic Materials,-36.033856386265164
4073,SGMO,Healthcare,0.21482799206524134
4074,SGMT,Healthcare,Information not available
4075,SGRP,Industrials,4.952767363704257
4076,SGRY,Healthcare,16.347976322869954
4077,SHBI,Financial Services,Information not available
4078,SHC,Healthcare,14.033509104487491
4079,SHCR,Healthcare,-4.015585048538162
4080,SHCRW,Healthcare,Information not available
4081,SHEN,Communication Services,14.23214696600721
4082,SHFS,Financial Services,Information not available
4083,SHFSW,Financial Services,Information not available
4084,SHIM,Industrials,-4.939551530964623
4085,SHIP,Industrials,12.55560176415299
4086,SHLS,Technology,33.26019113659159
4087,SHLT,Healthcare,-22.52701023772341
4088,SHOO,Consumer Cyclical,13.202304297116068
4089,SHOT,Consumer Defensive,-9.86320275540606
4090,SHOTW,Consumer Defensive,Information not available
4091,SHPH,Healthcare,-0.3119117969023377
4092,SHPW,Industrials,-0.014122443460329266
4093,SHPWW,Industrials,Information not available
4094,SHV,Industry information not found,Information not available
4095,SHY,Industry information not found,Information not available
4096,SHYF,Industrials,9.888755749275072
4097,SIBN,Healthcare,-16.396703832411532
4098,SIDU,Industrials,-0.453486215476133
4099,SIEB,Financial Services,Information not available
4100,SIEN,Healthcare,-1.337791269233447
4101,SIFY,Communication Services,4.505849192449932
4102,SIGA,Healthcare,-35.6098967595734
4103,SIGI,Financial Services,14.09664739909609
4104,SIGIP,Financial Services,3.0687079449180414
4105,SILC,Technology,4.009674398462662
4106,SILK,Healthcare,-5.187400368431613
4107,SILO,Healthcare,Information not available
4108,SIMO,Technology,102.43966552228875
4109,SINT,Healthcare,0.2326980867123047
4110,SIRI,Communication Services,11.597200560121765
4111,SISI,Consumer Defensive,-5.475389769420468
4112,SITM,Technology,-28.167805387187084
4113,SJ,Communication Services,-4.264387096774193
4114,SKGR,Financial Services,Information not available
4115,SKGRU,Financial Services,Information not available
4116,SKGRW,Financial Services,Information not available
4117,SKIN,Consumer Defensive,-7.200592606919227
4118,SKOR,Industry information not found,Information not available
4119,SKWD,Financial Services,10.286853932784648
4120,SKYT,Technology,23.712529930112428
4121,SKYU,Industry information not found,Information not available
4122,SKYW,Industrials,10.285066030688288
4123,SKYX,Industrials,-6.0670230058261
4124,SKYY,Industry information not found,Information not available
4125,SLAB,Technology,28.23896529744471
4126,SLAC,Financial Services,Information not available
4127,SLACU,Financial Services,Information not available
4128,SLACW,Financial Services,Information not available
4129,SLAM,Financial Services,Information not available
4130,SLAMU,Financial Services,Information not available
4131,SLAMW,Financial Services,Information not available
4132,SLDB,Healthcare,0.27690294046641883
4133,SLDP,Industrials,-0.8064836339711607
4134,SLDPW,Industrials,Information not available
4135,SLE,Communication Services,-0.34287840349917986
4136,SLGC,Healthcare,-0.12858194834118905
4137,SLGCW,Healthcare,Information not available
4138,SLGL,Healthcare,0.5370949142866737
4139,SLM,Financial Services,Information not available
4140,SLMBP,Financial Services,Information not available
4141,SLN,Healthcare,-35.8407884057971
4142,SLNA,Consumer Cyclical,-16.071714737920118
4143,SLNAW,Industry information not found,Information not available
4144,SLNG,Energy,16.13539084053706
4145,SLNH,Technology,-4.208009107627638
4146,SLNHP,Technology,-4.140341536036431
4147,SLNO,Healthcare,-37.36021265284423
4148,SLP,Healthcare,46.984356811301716
4149,SLQD,Industry information not found,Information not available
4150,SLRC,Financial Services,Information not available
4151,SLRN,Healthcare,Information not available
4152,SLRX,Healthcare,0.25446863846075046
4153,SLS,Healthcare,Information not available
4154,SLVO,Industry information not found,Information not available
4155,SMAP,Financial Services,Information not available
4156,SMAPU,Financial Services,Information not available
4157,SMAPW,Financial Services,Information not available
4158,SMBC,Financial Services,Information not available
4159,SMCF,Industry information not found,Information not available
4160,SMCI,Technology,18.958726276653174
4161,SMCO,Industry information not found,Information not available
4162,SMCP,Industry information not found,Information not available
4163,SMFL,Consumer Defensive,-1.2030554872853954
4164,SMH,Industry information not found,Information not available
4165,SMID,Basic Materials,58.47788659455916
4166,SMLR,Healthcare,10.535958706693645
4167,SMMF,Financial Services,Information not available
4168,SMMT,Healthcare,-23.75646834898999
4169,SMPL,Consumer Defensive,18.857709526142646
4170,SMRI,Industry information not found,Information not available
4171,SMSI,Technology,-4.134606358878212
4172,SMTC,Technology,489.77195767588637
4173,SMTI,Healthcare,-67.16042668053048
4174,SMX,Industrials,-34.04638250678196
4175,SMXWW,Industrials,Information not available
4176,SNAL,Communication Services,-3.2103679944937724
4177,SNAX,Consumer Defensive,-2.04070355850773
4178,SNAXW,Consumer Defensive,Information not available
4179,SNBR,Consumer Cyclical,11.206728429333495
4180,SNCE,Healthcare,0.5247121951219512
4181,SNCR,Technology,-131.94021760633038
4182,SNCRL,Industry information not found,Information not available
4183,SNCY,Industrials,6.763195997530865
4184,SND,Energy,2.8470585207624053
4185,SNDL,Consumer Defensive,-3.9384263572457017
4186,SNDX,Healthcare,-4.772252486216313
4187,SNES,Basic Materials,0.21167553390783064
4188,SNEX,Financial Services,Information not available
4189,SNFCA,Financial Services,2.5340619067342285
4190,SNGX,Healthcare,0.1062245661437167
4191,SNOA,Healthcare,-0.13725644427596664
4192,SNPO,Technology,12.887866851847635
4193,SNPS,Technology,56.375529967716304
4194,SNPX,Healthcare,2.209811126814853
4195,SNSE,Healthcare,1.250581259336152
4196,SNSR,Industry information not found,Information not available
4197,SNT,Industrials,34.197216505348955
4198,SNTG,Financial Services,-0.3912425008623786
4199,SNTI,Healthcare,-0.19976554996487908
4200,SNY,Healthcare,5.538169290467268
4201,SOBR,Technology,-0.8291395523985713
4202,SOCL,Industry information not found,Information not available
4203,SOFI,Financial Services,Information not available
4204,SOHO,Real Estate,10.926528603826998
4205,SOHOB,Real Estate,19.862793275500714
4206,SOHON,Real Estate,19.910967283762634
4207,SOHOO,Real Estate,19.915640857240348
4208,SOHU,Communication Services,14.768425687150135
4209,SOLO,Consumer Cyclical,0.15275010178256337
4210,SOND,Consumer Cyclical,-7.501592404275554
4211,SONDW,Consumer Cyclical,Information not available
4212,SONM,Technology,6.326333434007853
4213,SONN,Healthcare,0.18352422209879932
4214,SONO,Technology,37.80351719228031
4215,SOPA,Technology,-0.07070261623202255
4216,SOPH,Healthcare,-2.4197636676521204
4217,SOTK,Technology,57.81021619513886
4218,SOUN,Technology,-7.00371555805081
4219,SOUNW,Technology,Information not available
4220,SOVO,Consumer Defensive,14.268924960841915
4221,SOXQ,Industry information not found,Information not available
4222,SOXX,Industry information not found,Information not available
4223,SP,Industrials,13.11450275979557
4224,SPAM,Industry information not found,Information not available
4225,SPAQ,Industry information not found,Information not available
4226,SPBC,Industry information not found,Information not available
4227,SPC,Industry information not found,Information not available
4228,SPCB,Industrials,97.13613232253618
4229,SPCX,Industry information not found,Information not available
4230,SPEC,Industrials,-2.211004920911666
4231,SPECW,Industrials,Information not available
4232,SPFI,Financial Services,Information not available
4233,SPGC,Consumer Cyclical,-1.2355298742138365
4234,SPI,Technology,-8.285637518276848
4235,SPKL,Financial Services,Information not available
4236,SPKLU,Financial Services,Information not available
4237,SPKLW,Financial Services,Information not available
4238,SPLK,Technology,116.02048195526578
4239,SPNS,Technology,15.404087746139368
4240,SPOK,Healthcare,10.943897384383572
4241,SPPL,Technology,-85.41808511104394
4242,SPRB,Healthcare,0.6078847543557633
4243,SPRC,Healthcare,-0.4224460719041278
4244,SPRO,Healthcare,-7.636140856031129
4245,SPRX,Industry information not found,Information not available
4246,SPRY,Healthcare,-3.7735080551310274
4247,SPSC,Technology,61.78012124164941
4248,SPT,Technology,-54.70469317507418
4249,SPTN,Consumer Defensive,8.301115582168084
4250,SPWH,Consumer Cyclical,17.91072081680103
4251,SPWR,Technology,416.5368144404332
4252,SQFT,Real Estate,27.650307553622135
4253,SQFTP,Real Estate,64.76731075711209
4254,SQFTW,Real Estate,Information not available
4255,SQLV,Industry information not found,Information not available
4256,SQQQ,Industry information not found,Information not available
4257,SRAD,Technology,12.223156539819884
4258,SRBK,Financial Services,Information not available
4259,SRCE,Financial Services,Information not available
4260,SRCL,Industrials,14.680702618488972
4261,SRDX,Healthcare,35.95390414159292
4262,SRET,Industry information not found,Information not available
4263,SRM,Consumer Cyclical,Information not available
4264,SRPT,Healthcare,-23.652341687121424
4265,SRRK,Healthcare,-7.864847082520299
4266,SRTS,Healthcare,-13.98438209752839
4267,SRZN,Healthcare,1.1453114519731944
4268,SRZNW,Healthcare,Information not available
4269,SSB,Financial Services,Information not available
4270,SSBI,Financial Services,Information not available
4271,SSBK,Financial Services,Information not available
4272,SSIC,Healthcare,Information not available
4273,SSKN,Healthcare,49.42964373897707
4274,SSNC,Technology,11.93259903913616
4275,SSNT,Technology,22.49991664773025
4276,SSP,Communication Services,8.467187182736824
4277,SSRM,Basic Materials,7.623290244044842
4278,SSSS,Financial Services,Information not available
4279,SSSSL,Industry information not found,Information not available
4280,SSTI,Technology,279.5352251486831
4281,SSYS,Technology,-33.66944554261669
4282,STAA,Healthcare,61.62241878151608
4283,STAF,Industrials,-28.685084337349398
4284,STBA,Financial Services,Information not available
4285,STBX,Communication Services,1.4188885717235413
4286,STCN,Communication Services,19.029210427974018
4287,STEP,Financial Services,12.24241186197447
4288,STER,Technology,15.50402283226233
4289,STGW,Communication Services,9.488483802617383
4290,STHO,Real Estate,-12.844712010737476
4291,STIM,Healthcare,-2.0811071371239604
4292,STIX,Technology,-0.3758748922353387
4293,STIXW,Technology,Information not available
4294,STKH,Consumer Defensive,-5.946788527638474
4295,STKL,Consumer Defensive,13.260977614048013
4296,STKS,Consumer Cyclical,13.582352201257862
4297,STLD,Basic Materials,5.0943929669189085
4298,STNE,Technology,0.8210013435815272
4299,STOK,Healthcare,-0.18517253364146702
4300,STRA,Consumer Defensive,16.360264705236908
4301,STRC,Technology,0.30308971745813673
4302,STRCW,Industry information not found,Information not available
4303,STRL,Industrials,9.746332732811425
4304,STRM,Healthcare,0.13218638392857143
4305,STRO,Healthcare,0.4423580371296437
4306,STRR,Healthcare,23.490853615520283
4307,STRRP,Healthcare,252.23133686067018
4308,STRS,Real Estate,-25.393971094287682
4309,STRT,Consumer Cyclical,6.547498814604078
4310,STSS,Healthcare,-0.2060169090673073
4311,STSSW,Healthcare,Information not available
4312,STTK,Healthcare,-1.1530778020500756
4313,STX,Technology,84.84920549253731
4314,STXD,Industry information not found,Information not available
4315,STXG,Industry information not found,Information not available
4316,STXK,Industry information not found,Information not available
4317,STXV,Industry information not found,Information not available
4318,SUNW,Technology,-0.5391600855864618
4319,SUPN,Healthcare,12.211107922012031
4320,SURG,Technology,3.1202783796485076
4321,SURGW,Technology,Information not available
4322,SUSB,Industry information not found,Information not available
4323,SUSC,Industry information not found,Information not available
4324,SUSL,Industry information not found,Information not available
4325,SVA,Industry information not found,Information not available
4326,SVC,Real Estate,11.005921235587765
4327,SVFD,Basic Materials,-0.2160492521954864
4328,SVII,Financial Services,Information not available
4329,SVIIR,Industry information not found,Information not available
4330,SVIIU,Financial Services,Information not available
4331,SVIIW,Financial Services,Information not available
4332,SVMH,Industry information not found,Information not available
4333,SVMHW,Industry information not found,Information not available
4334,SVRA,Healthcare,-8.556502728903476
4335,SVRE,Technology,-0.24381854336083575
4336,SVREW,Industry information not found,Information not available
4337,SWAG,Communication Services,-13.132055113035953
4338,SWAGW,Communication Services,Information not available
4339,SWAV,Healthcare,38.77142691395317
4340,SWBI,Industrials,7.782593843583604
4341,SWIM,Industrials,12.769680063832212
4342,SWIN,Financial Services,Information not available
4343,SWKH,Financial Services,Information not available
4344,SWKHL,Industry information not found,Information not available
4345,SWKS,Technology,11.563984997746605
4346,SWSS,Financial Services,Information not available
4347,SWSSU,Financial Services,Information not available
4348,SWSSW,Industry information not found,Information not available
4349,SWTX,Healthcare,-5.420361818294882
4350,SWVL,Technology,-0.03287871990109594
4351,SWVLW,Industry information not found,Information not available
4352,SXTC,Healthcare,1.4666244139077074
4353,SXTP,Healthcare,-2.9982227885023347
4354,SXTPW,Industry information not found,Information not available
4355,SY,Healthcare,-40.1428595576239
4356,SYBT,Financial Services,Information not available
4357,SYBX,Healthcare,-0.288700293353449
4358,SYM,Industrials,-19.122579824309994
4359,SYNA,Technology,27.05562660170524
4360,SYPR,Consumer Cyclical,11.182096385542168
4361,SYRA,Healthcare,-8.42318697996476
4362,SYRE,Healthcare,-2.5332524508564087
4363,SYRS,Healthcare,-0.32215977379830346
4364,SYT,Technology,12.716833253836318
4365,SYTA,Technology,-0.2120992724374817
4366,SYTAW,Technology,Information not available
4367,SZZL,Financial Services,Information not available
4368,SZZLU,Financial Services,Information not available
4369,SZZLW,Financial Services,Information not available
4370,TACT,Technology,7.785383214864696
4371,TAIT,Technology,6.610571678321678
4372,TALK,Healthcare,-7.7357937440319455
4373,TALKW,Industry information not found,Information not available
4374,TANH,Consumer Defensive,-2.3744179360123834
4375,TAOP,Technology,15.69066927677648
4376,TARA,Healthcare,1.2110045201751272
4377,TARK,Industry information not found,Information not available
4378,TARS,Healthcare,-3.5236785250262947
4379,TASK,Technology,8.110357835407896
4380,TAST,Consumer Cyclical,12.385472377781142
4381,TATT,Industrials,11.737773552290406
4382,TAYD,Industrials,5.655186612871233
4383,TBBK,Financial Services,Information not available
4384,TBIL,Industry information not found,Information not available
4385,TBIO,Healthcare,-1.3887458504732042
4386,TBLA,Communication Services,30.20005474952094
4387,TBLAW,Communication Services,Information not available
4388,TBLD,Industry information not found,Information not available
4389,TBLT,Industrials,-0.17817735127514056
4390,TBMC,Financial Services,Information not available
4391,TBMCR,Industry information not found,Information not available
4392,TBNK,Financial Services,Information not available
4393,TBPH,Healthcare,-7.261780164876343
4394,TC,Communication Services,-0.7383071071944212
4395,TCBC,Financial Services,Information not available
4396,TCBI,Financial Services,Information not available
4397,TCBIO,Financial Services,Information not available
4398,TCBK,Financial Services,Information not available
4399,TCBP,Healthcare,-0.14772354729500833
4400,TCBPW,Healthcare,Information not available
4401,TCBS,Financial Services,Information not available
4402,TCBX,Financial Services,Information not available
4403,TCHI,Industry information not found,Information not available
4404,TCJH,Financial Services,-19.557646588308486
4405,TCMD,Healthcare,16.798182161199037
4406,TCOM,Consumer Cyclical,1.223566909397305
4407,TCON,Healthcare,0.1057374638012498
4408,TCPC,Financial Services,Information not available
4409,TCRT,Healthcare,-0.10279024871415486
4410,TCRX,Healthcare,-1.832680025826143
4411,TCX,Technology,-66.74227530954116
4412,TDI,Industry information not found,Information not available
4413,TDIV,Industry information not found,Information not available
4414,TDSB,Industry information not found,Information not available
4415,TDSC,Industry information not found,Information not available
4416,TDSD,Industry information not found,Information not available
4417,TDSE,Industry information not found,Information not available
4418,TDUP,Consumer Cyclical,-4.845842628946378
4419,TEAM,Technology,-317.4108835723729
4420,TECH,Healthcare,35.349938449495504
4421,TECTP,Financial Services,Information not available
4422,TEDU,Consumer Defensive,1.098571893020311
4423,TELA,Healthcare,-2.9892352038036747
4424,TENB,Technology,-213.27545466261623
4425,TENK,Financial Services,Information not available
4426,TENKR,Industry information not found,Information not available
4427,TENKU,Financial Services,Information not available
4428,TENX,Healthcare,0.6414213683254967
4429,TER,Technology,20.886157636684256
4430,TERN,Healthcare,-1.5596831658159238
4431,TETE,Financial Services,Information not available
4432,TETEU,Financial Services,Information not available
